Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
172.69.223.36,167.235.145.223,347,4762048,182,14472,165,4747576,67.773356,2.236471,51767,16982383
172.69.223.40,167.235.145.223,265,4167496,135,12195,130,4155301,53.876471,4.626292,21088,7185540
172.69.223.47,167.235.145.223,356,6026440,167,13674,189,6012766,25.318288,32.213153,3395,1493244
172.69.223.51,167.235.145.223,7,493,3,198,4,295,8.434573,29.937527,52,78
172.69.223.54,167.235.145.223,52,1159070,28,2716,24,1156354,14.889826,60.831192,357,152073
172.69.223.62,167.235.145.223,149,1306169,66,5875,83,1300294,69.798363,0.177953,264114,58455614
172.69.223.82,167.235.145.223,259,4347774,124,11403,135,4336371,72.206013,2.498942,36505,13882262
172.69.223.91,167.235.145.223,378,7781844,170,14468,208,7767376,47.095593,30.705635,3769,2023700
172.69.223.97,167.235.145.223,6,427,2,132,4,295,16.476519,29.708365,35,79
172.69.223.104,167.235.145.223,575,7438473,280,22378,295,7416095,10.932859,60.771252,2945,976263
172.69.223.107,167.235.145.223,319,4909346,150,12504,169,4896842,61.190256,2.895974,34541,13527309
172.69.223.110,167.235.145.223,165,1328341,80,6799,85,1321542,3.713089,60.061504,905,176025
172.69.223.114,167.235.145.223,327,4760729,161,13086,166,4747643,43.379386,32.381792,3232,1172916
172.69.223.129,167.235.145.223,6,427,2,132,4,295,28.091529,29.599304,35,79
172.69.223.133,167.235.145.223,158,1285678,77,6601,81,1279077,76.642268,0.186032,283865,55004601
172.69.223.137,167.235.145.223,305,3529810,144,11964,161,3517846,31.295321,32.20917,2971,873750
172.69.223.140,167.235.145.223,221,3477585,105,10251,116,3467334,34.149975,34.810493,2355,796848
172.69.223.141,167.235.145.223,6,427,2,132,4,295,11.948694,29.986587,35,78
172.69.223.147,167.235.145.223,339,4839875,175,14010,164,4825865,7.527377,61.689181,1816,625829
172.69.223.155,167.235.145.223,289,4589402,130,10958,159,4578444,22.849498,30.872057,2839,1186430
172.69.223.156,167.235.145.223,235,2303278,115,9110,120,2294168,22.93994,60.06202,1213,305573
172.69.223.157,167.235.145.223,543,11828696,257,21970,286,11806726,65.192065,10.94248,16062,8631846
172.69.223.161,167.235.145.223,316,4831231,149,12682,167,4818549,1.084167,61.815607,1641,623602
172.69.223.164,167.235.145.223,453,4008130,206,16881,247,3991249,11.86555,61.835356,2183,516371
172.69.223.167,167.235.145.223,48,1188854,24,2362,24,1186492,1.711043,60.014842,314,158159
172.69.223.169,167.235.145.223,169,1313536,75,6469,94,1307067,0.283576,63.637438,813,164314
172.69.223.172,167.235.145.223,109,2054885,39,3561,70,2051324,1.068314,60.016338,474,273435
172.69.223.193,167.235.145.223,226,1251006,110,8779,116,1242227,21.698078,60.058519,1169,165468
172.69.244.131,167.235.145.223,734,4938986,170,12883,564,4926103,15.195014,55.369189,1861,711746
172.69.244.137,167.235.145.223,2250,6931988,937,64977,1313,6867011,21.204257,37.330522,13924,1471613
172.69.244.138,167.235.145.223,462,4420557,119,15278,343,4405279,2.759668,61.573261,1985,572362
172.69.244.144,167.235.145.223,344,2070251,87,6584,257,2063667,3.201451,60.210564,874,274193
172.69.244.145,167.235.145.223,7,493,3,198,4,295,21.506296,29.906824,52,78
172.69.244.151,167.235.145.223,638,11662071,280,26658,358,11635413,3.627942,78.714107,2709,1182549
172.69.244.155,167.235.145.223,27,16743,18,8406,9,8337,9.636426,72.23098,931,923
172.69.244.164,167.235.145.223,7,493,3,198,4,295,15.834566,29.573091,53,79
172.69.244.165,167.235.145.223,1685,2775537,758,51500,927,2724037,76.112426,2.815049,146356,7741355
172.70.34.25,167.235.145.223,23,11642,12,3852,11,7790,18.228687,56.06503,549,1111
172.70.34.41,167.235.145.223,628,2473867,273,19604,355,2454263,68.714389,1.136417,138005,17277200
172.70.34.74,167.235.145.223,596,2067986,268,19274,328,2048712,44.638896,31.16847,4947,525842
172.70.34.80,167.235.145.223,598,2092243,268,19274,330,2072969,2.79995,60.418618,2552,274480
172.70.34.81,167.235.145.223,645,2212829,300,21386,345,2191443,80.619027,1.130641,151319,15505844
172.70.34.89,167.235.145.223,7,493,3,198,4,295,3.730187,29.29139,54,80
172.70.34.109,167.235.145.223,645,2453904,294,20990,351,2432914,56.814343,1.132021,148336,17193419
172.70.34.118,167.235.145.223,673,2708859,312,22178,361,2686681,74.616872,1.133536,156522,18961416
172.70.34.154,167.235.145.223,675,2193724,324,22970,351,2170754,62.703586,1.135292,161861,15296533
172.70.34.175,167.235.145.223,728,4636626,320,23641,408,4612985,8.655228,72.027155,2625,512360
172.70.34.185,167.235.145.223,6,427,2,132,4,295,27.743732,29.240714,36,80
172.70.34.201,167.235.145.223,1273,2868347,568,41694,705,2826653,50.614766,31.463953,10601,718702
172.70.34.210,167.235.145.223,6,427,2,132,4,295,15.987996,29.259654,36,80
172.70.34.216,167.235.145.223,127,2116267,58,4763,69,2111504,21.763454,47.423013,803,356199
172.70.34.254,167.235.145.223,42,27643,28,14672,14,12971,2.339101,78.141851,1502,1327
172.70.35.27,167.235.145.223,630,2519206,266,19142,364,2500064,32.729221,31.249776,4900,640020
172.70.35.35,167.235.145.223,663,2512391,301,21452,362,2490939,14.732321,60.422988,2840,329800
172.70.35.90,167.235.145.223,7,493,3,198,4,295,9.898628,29.251185,54,80
172.70.35.91,167.235.145.223,594,2327007,248,17954,346,2309053,26.578648,31.160408,4609,592817
172.70.46.3,167.235.145.223,215,2328929,103,8188,112,2320741,2.243274,60.050693,1090,309170
172.70.46.5,167.235.145.223,348,7246220,159,13440,189,7232780,9.597185,44.733819,2403,1293478
172.70.46.6,167.235.145.223,7,493,3,198,4,295,17.258545,29.996552,52,78
172.70.46.7,167.235.145.223,188,2780562,87,7921,101,2772641,54.344556,1.533241,41329,14466824
172.70.46.10,167.235.145.223,353,7445394,162,13638,191,7431756,29.089896,31.048845,3513,1914855
172.70.46.12,167.235.145.223,243,2479897,146,55379,97,2424518,0.301577,78.921378,5613,245765
172.70.46.19,167.235.145.223,202,2316042,95,7723,107,2308319,81.671505,0.115415,535320,160001316
172.70.46.20,167.235.145.223,117,74926,78,38725,39,36201,1.007365,80.546303,3846,3595
172.70.46.21,167.235.145.223,114,72383,76,37181,38,35202,2.151644,79.36835,3747,3548
172.70.46.22,167.235.145.223,36,22680,24,11562,12,11118,7.733486,75.287314,1228,1181
172.70.46.23,167.235.145.223,107,2335621,60,14003,47,2321618,1.728197,81.185062,1379,228772
172.70.46.26,167.235.145.223,361,7310349,173,14411,188,7295938,65.179503,1.372233,84014,42534689
172.70.46.33,167.235.145.223,380,8007668,177,14675,203,7992993,71.218908,1.451439,80885,44055550
172.70.46.39,167.235.145.223,222,6862144,113,9753,109,6852391,23.040773,31.143156,2505,1760230
172.70.46.40,167.235.145.223,192,2901243,87,7844,105,2893399,72.380871,0.717757,87427,32249343
172.70.46.46,167.235.145.223,6,427,2,132,4,295,11.454053,29.875855,35,78
172.70.46.50,167.235.145.223,218,4854571,118,30858,100,4823713,2.219383,78.09447,3161,494141
172.70.46.51,167.235.145.223,305,2531213,168,35555,137,2495658,1.756923,79.880345,3560,249939
172.70.46.55,167.235.145.223,208,2385767,98,7921,110,2377846,69.641637,0.158716,399254,119854129
172.70.46.59,167.235.145.223,292,6094443,127,11328,165,6083115,41.075948,31.451997,2881,1547275
172.70.46.64,167.235.145.223,186,2082964,86,7129,100,2075835,57.616617,0.114003,500267,145668798
172.70.46.84,167.235.145.223,78,46670,52,22584,26,24086,3.390837,78.28412,2307,2461
172.70.46.85,167.235.145.223,142,2416870,80,25088,62,2391782,0.561535,80.923559,2480,236448
172.70.46.90,167.235.145.223,6,427,2,132,4,295,7.861858,29.981126,35,78
172.70.46.104,167.235.145.223,280,9222112,131,12452,149,9209660,5.224094,73.705726,1351,999614
172.70.46.105,167.235.145.223,7,493,3,198,4,295,5.192174,29.902603,52,78
172.70.46.108,167.235.145.223,126,2274158,72,20727,54,2253431,0.987969,79.066488,2097,228003
172.70.46.109,167.235.145.223,172,4231764,89,22480,83,4209284,1.358288,81.681917,2201,412261
172.70.46.120,167.235.145.223,67,2054937,31,2848,36,2052089,21.550471,60.014474,379,273545
172.70.46.140,167.235.145.223,126,78524,84,39606,42,38918,1.081634,80.461657,3937,3869
172.70.46.141,167.235.145.223,126,77393,84,38486,42,38907,0.532985,80.286529,3834,3876
172.70.46.142,167.235.145.223,6,427,2,132,4,295,1.673382,29.995865,35,78
172.70.46.148,167.235.145.223,183,2882669,80,7450,103,2875219,30.309076,30.906261,1928,744242
172.70.46.153,167.235.145.223,181,2665587,79,7384,102,2658203,12.304262,60.833745,971,349569
172.70.46.154,167.235.145.223,6,427,2,132,4,295,21.839698,29.707243,35,79
172.70.46.158,167.235.145.223,265,5285122,125,11222,140,5273900,18.31681,39.471205,2274,1068910
172.70.46.161,167.235.145.223,191,2423838,77,6535,114,2417303,9.553857,60.053135,870,322021
172.70.46.165,167.235.145.223,267,166090,178,83543,89,82547,1.587927,80.576598,8294,8195
172.70.46.167,167.235.145.223,213,128528,142,62759,71,65769,0.016918,79.455801,6318,6621
172.70.46.187,167.235.145.223,135,1142457,64,5678,71,1136779,82.388129,0.109376,415301,83146503
172.70.46.195,167.235.145.223,215,2595500,107,9241,108,2586259,66.327008,1.568193,47142,13193575
172.70.46.197,167.235.145.223,304,2420738,196,67770,108,2352968,0.647271,81.112794,6684,232068
172.70.46.202,167.235.145.223,6,427,2,132,4,295,19.849229,29.993684,35,78
172.70.46.206,167.235.145.223,346,6459578,167,13970,179,6445608,58.211265,2.25209,49625,22896449
172.70.46.211,167.235.145.223,206,2474385,100,8779,106,2465606,6.304327,61.539156,1141,320525
172.70.46.212,167.235.145.223,243,1338170,156,67665,87,1270505,0.071712,82.727729,6543,122861
172.70.46.213,167.235.145.223,140,1076322,91,34212,49,1042110,0.289494,80.958629,3380,102977
172.70.46.223,167.235.145.223,180,1769122,88,7198,92,1761924,32.308212,30.350093,1897,464426
172.70.46.229,167.235.145.223,171,2466019,78,7318,93,2458701,24.326249,30.930154,1892,635936
172.70.46.235,167.235.145.223,173,2454051,81,7448,92,2446603,77.890234,0.470759,126570,41577163
172.70.46.237,167.235.145.223,604,7741321,284,23504,320,7717817,35.028157,31.338667,5999,1970171
172.70.46.239,167.235.145.223,478,7827432,219,18110,259,7809322,16.268225,61.570842,2353,1014677
172.70.46.245,167.235.145.223,196,2131870,92,7525,104,2124345,15.549786,60.052162,1002,282999
172.70.46.250,167.235.145.223,135,84305,90,42574,45,41731,0.839588,81.534244,4177,4094
172.70.47.13,167.235.145.223,63,37909,42,18451,21,19458,1.242831,78.025213,1891,1995
172.70.47.18,167.235.145.223,210,125126,140,60285,70,64841,0.263324,78.696619,6128,6591
172.70.47.23,167.235.145.223,351,7779760,148,12714,203,7767046,47.019759,31.601678,3218,1966236
172.70.47.27,167.235.145.223,132,4467940,58,6820,74,4461120,15.747121,46.125924,1182,773728
172.70.47.38,167.235.145.223,190,2122489,90,7463,100,2115026,39.509144,30.119899,1982,561761
172.70.47.39,167.235.145.223,206,2222850,100,7990,106,2214860,50.334546,30.116382,2122,588346
172.70.47.51,167.235.145.223,87,53576,58,26713,29,26863,1.062267,79.679678,2682,2697
172.70.47.52,167.235.145.223,87,52325,58,25458,29,26867,1.626926,80.209298,2539,2679
172.70.47.56,167.235.145.223,93,58399,62,29684,31,28715,1.598429,78.168109,3037,2938
172.70.85.4,167.235.145.223,256,2187072,116,9128,140,2177944,25.194706,52.272942,1396,333318
172.70.85.23,167.235.145.223,217,1247208,104,8187,113,1239021,14.644291,60.101228,1089,164924
172.70.85.28,167.235.145.223,253,2256203,108,8600,145,2247603,5.228536,60.103004,1144,299166
172.70.85.30,167.235.145.223,266,2305245,127,9854,139,2295391,23.214452,30.247467,2606,607096
172.70.85.60,167.235.145.223,6,427,2,132,4,295,19.197956,29.963065,35,78
172.70.85.62,167.235.145.223,223,1344034,106,8319,117,1335715,21.021872,60.101689,1107,177794
172.70.85.83,167.235.145.223,7,493,3,198,4,295,8.669103,29.952406,52,78
172.70.85.107,167.235.145.223,6,427,2,132,4,295,0.41937,29.866278,35,79
172.70.85.112,167.235.145.223,217,1373745,106,8319,111,1365426,56.843601,0.228383,291405,47829339
172.70.85.114,167.235.145.223,7,493,3,198,4,295,7.241347,29.91841,52,78
172.70.85.124,167.235.145.223,269,2166814,129,9986,140,2156828,59.236064,0.287198,278163,60079192
172.70.85.136,167.235.145.223,193,1305869,85,6933,108,1298936,74.994715,0.214208,258925,48511204
172.70.85.142,167.235.145.223,240,2358928,115,9585,125,2349343,8.759355,66.278919,1156,283570
172.70.85.157,167.235.145.223,10,2289,5,1067,5,1222,1.063205,60.022361,142,162
172.70.85.165,167.235.145.223,208,1400281,98,7791,110,1392490,62.731161,0.225225,276736,49461294
172.70.85.167,167.235.145.223,296,2488055,143,10910,153,2477145,11.228055,60.097868,1452,329748
172.70.85.203,167.235.145.223,264,2371436,116,9128,148,2362308,17.212241,60.096426,1215,314469
172.70.85.209,167.235.145.223,61,2051486,24,2340,37,2049146,1.171336,60.025574,311,273103
172.70.85.229,167.235.145.223,42,26271,28,13300,14,12971,0.228387,78.049762,1363,1329
172.70.85.231,167.235.145.223,217,1346646,102,8055,115,1338591,2.867177,60.100469,1072,178180
172.70.85.239,167.235.145.223,260,2606171,110,8732,150,2597439,47.220031,30.48886,2291,681544
172.70.85.241,167.235.145.223,222,1461452,106,8319,116,1453133,80.886167,0.225309,295381,51596092
172.70.85.244,167.235.145.223,252,2129538,115,9062,137,2120476,35.220734,30.250816,2396,560771
172.70.85.247,167.235.145.223,209,1270771,100,7923,109,1262848,26.911091,30.263418,2094,333828
172.70.86.22,167.235.145.223,71,2028088,35,3131,36,2024957,27.199146,44.512101,562,363938
172.70.86.28,167.235.145.223,266,2449861,122,9524,144,2440337,65.235381,0.237238,321162,82291605
172.70.86.31,167.235.145.223,157,2461062,91,27351,66,2433711,0.305105,79.978504,2735,243436
172.70.86.55,167.235.145.223,6,427,2,132,4,295,21.028528,29.682981,35,79
172.70.86.58,167.235.145.223,214,1243971,103,8121,111,1235850,32.805043,30.226645,2149,327088
172.70.86.73,167.235.145.223,6,427,2,132,4,295,13.190458,29.97715,35,78
172.70.86.91,167.235.145.223,6,427,2,132,4,295,6.437282,29.873201,35,79
172.70.86.127,167.235.145.223,42,26716,28,13748,14,12968,1.16913,78.01022,1409,1329
172.70.86.130,167.235.145.223,39,24184,26,12142,13,12042,5.161065,72.029769,1348,1337
172.70.86.131,167.235.145.223,292,2683599,141,10778,151,2672821,71.33454,0.234609,367522,91141294
172.70.86.156,167.235.145.223,196,1095130,90,7263,106,1087867,68.61794,0.227338,255584,38281923
172.70.86.159,167.235.145.223,226,1452692,109,8517,117,1444175,38.688925,30.241385,2253,382039
172.70.86.177,167.235.145.223,287,2496454,137,10514,150,2485940,29.230449,30.261199,2779,657195
172.70.90.5,167.235.145.223,42,26908,28,13930,14,12978,3.771441,78.088079,1427,1329
172.70.90.15,167.235.145.223,247,1773687,122,9585,125,1764102,33.872387,30.231245,2536,466828
172.70.90.31,167.235.145.223,252,2126622,113,8991,139,2117631,4.23372,66.049139,1089,256491
172.70.90.35,167.235.145.223,252,2045226,115,9119,137,2036107,43.470913,30.398014,2399,535852
172.70.90.42,167.235.145.223,79,2209475,41,3588,38,2205887,25.708583,56.264119,510,313647
172.70.90.111,167.235.145.223,42,26843,28,13874,14,12969,1.412616,78.028962,1422,1329
172.70.90.116,167.235.145.223,254,2388883,112,8925,142,2379958,69.880114,0.279179,255749,68198768
172.70.90.129,167.235.145.223,346,4897526,158,12839,188,4884687,49.47134,26.437203,3885,1478125
172.70.90.141,167.235.145.223,250,2087268,117,9255,133,2078013,57.874962,0.259753,285040,63999661
172.70.90.144,167.235.145.223,7,493,3,198,4,295,16.237212,29.661542,53,79
172.70.90.151,167.235.145.223,294,2487980,144,11033,150,2476947,13.454473,60.091519,1468,329756
172.70.90.169,167.235.145.223,7,493,3,198,4,295,7.715291,29.839133,53,79
172.70.90.173,167.235.145.223,247,2186504,113,8987,134,2177517,79.465668,0.243034,295826,71677773
172.70.90.195,167.235.145.223,287,2451303,139,10703,148,2440600,67.469387,0.251022,341101,77781230
172.70.90.207,167.235.145.223,6,427,2,132,4,295,19.719537,29.846099,35,79
172.70.90.219,167.235.145.223,329,4384148,154,12575,175,4371573,1.457239,62.386824,1612,560576
172.70.90.248,167.235.145.223,326,4703351,150,12315,176,4691036,45.878506,18.031878,5463,2081219
172.70.90.249,167.235.145.223,6,427,2,132,4,295,10.275173,29.610686,35,79
172.70.90.253,167.235.145.223,6,427,2,132,4,295,1.712612,29.840799,35,79
172.70.91.3,167.235.145.223,333,4782157,152,12439,181,4769718,19.462913,36.056759,2759,1058268
172.70.91.5,167.235.145.223,262,2166409,123,9647,139,2156762,61.472695,0.250149,308520,68975274
172.70.91.56,167.235.145.223,264,2305169,123,9647,141,2295522,25.464972,30.246489,2551,607150
172.70.91.90,167.235.145.223,284,2782599,126,9849,158,2772750,27.868636,30.345853,2596,730973
172.70.91.95,167.235.145.223,281,2682930,130,10109,151,2672821,73.491942,0.246046,328686,86904757
172.70.91.98,167.235.145.223,270,2320610,129,10047,141,2310563,81.887484,0.237324,338676,77887209
172.70.91.99,167.235.145.223,278,2257910,131,10175,147,2247735,7.455188,60.096477,1354,299216
172.70.91.144,167.235.145.223,71,2410862,28,2730,43,2408132,9.836691,60.024229,363,320954
172.70.91.148,167.235.145.223,274,2137098,131,10179,143,2126919,15.850898,60.102341,1354,283106
172.70.91.165,167.235.145.223,6,427,2,132,4,295,13.749182,29.820535,35,79
172.70.91.188,167.235.145.223,251,2072296,113,8991,138,2063305,21.857331,60.093314,1196,274680
172.70.91.203,167.235.145.223,293,2496907,140,10769,153,2486138,31.478915,30.50023,2824,652096
172.70.91.213,167.235.145.223,6,427,2,132,4,295,22.056781,29.845807,35,79
172.70.91.233,167.235.145.223,6,427,2,132,4,295,28.135242,29.778747,35,79
172.70.91.240,167.235.145.223,265,2130453,131,10175,134,2120278,37.471176,30.310118,2685,559622
172.70.92.137,167.235.145.223,635,1271900,292,20738,343,1251162,24.836925,31.568371,5255,317067
172.70.92.140,167.235.145.223,681,1338220,319,22520,362,1315700,66.89143,1.66511,108197,6321264
172.70.92.151,167.235.145.223,771,2643981,321,23089,450,2620892,41.444453,12.325917,14985,1701060
172.70.92.153,167.235.145.223,168,2474276,51,3992,117,2470284,12.530666,60.159111,530,328500
172.70.92.169,167.235.145.223,6,427,2,132,4,295,2.662238,28.951574,36,81
172.70.92.184,167.235.145.223,6,427,2,132,4,295,8.668153,28.949155,36,81
172.70.92.194,167.235.145.223,7,493,3,198,4,295,27.226356,28.675641,55,82
172.70.92.197,167.235.145.223,7,493,3,198,4,295,26.371936,28.841675,54,81
172.70.92.198,167.235.145.223,660,1234419,315,22256,345,1212163,0.854013,60.68562,2933,159795
